year,volume,first,last,doi
1980,35,493,,10.2307/4110018
1980,35,341,,10.2307/4114581
1980,35,711,,10.2307/4110167
1980,35,763,,10.2307/4110172
1980,34,615,,10.2307/4109849
1980,35,369,,10.2307/4114584
1980,35,315,,10.2307/4114576
1980,34,737,,10.2307/4119065
1980,35,459,,10.2307/4110015
1980,35,412,,10.2307/4114591
1980,34,551,,10.2307/4109832
1980,34,740,,10.2307/4119066
1980,35,701,,10.2307/4110025
1980,34,569,,10.2307/4109836
1980,35,823,,10.2307/4110180
1980,34,811,,10.2307/4119072
1980,35,235,,10.2307/4114566
1980,34,599,,10.2307/4109839
1980,35,299,,10.2307/4114575
1980,34,789,,10.2307/4119071
1980,34,661,,10.2307/4119062
1980,34,838,,10.2307/4119081
1980,35,707,,10.2307/4110028
1980,34,723,,10.2307/4119064
1980,35,135,,10.2307/4117012
1980,35,433,,10.2307/4114595
1980,34,547,,10.2307/4109831
1980,35,443,,10.2307/4114597
1980,35,895,,10.2307/4110188
1980,35,97,,10.2307/4117009
1980,34,769,,10.2307/4119070
1980,35,203,,10.2307/4117016
1980,34,435,,10.2307/4109822
1980,35,323,,10.2307/4114578
1980,34,815,,10.2307/4119074
1980,34,741,,10.2307/4119067
1980,35,423,,10.2307/4114594
1980,35,379,,10.2307/4114587
1980,35,363,,10.2307/4114583
1980,34,589,,10.2307/4109837
1980,34,557,,10.2307/4109834
1980,35,297,,10.2307/4114574
1980,34,521,,10.2307/4109826
1980,35,499,,10.2307/4110020
1980,35,279,,10.2307/4114572
1980,34,813,,10.2307/4119073
1980,35,893,,10.2307/4110186
1980,35,401,,10.2307/4114589
1980,34,613,,10.2307/4109846
1980,35,447,,10.2307/4114601
1980,35,567,,10.2307/4110023
1980,34,835,,10.2307/4119078
1980,35,221,,10.2307/4117018
1980,34,473,,10.2307/4109823
1980,34,610,,10.2307/4109843
1980,34,529,,10.2307/4109828
1980,34,561,,10.2307/4109835
1980,35,131,,10.2307/4117010
1980,34,621,,10.2307/4119059
1980,35,422,,10.2307/4114593
1980,35,253,,10.2307/4114568
1980,34,837,,10.2307/4119080
1980,35,261,,10.2307/4114570
1980,35,377,,10.2307/4114586
1980,35,451,,10.2307/4110013
1980,35,563,,10.2307/4110021
1980,35,444,,10.2307/4114598
1980,35,327,,10.2307/4114579
1980,34,825,,10.2307/4119077
1980,35,829,,10.2307/4110181
1980,35,202,,10.2307/4117015
1980,35,797,,10.2307/4110177
1980,35,708,,10.2307/4110029
1980,35,743,,10.2307/4110169
1980,34,537,,10.2307/4109829
1980,35,335,,10.2307/4114580
1980,34,612,,10.2307/4109845
1980,34,639,,10.2307/4119061
1980,34,546,,10.2307/4109830
1980,34,629,,10.2307/4119060
1980,35,134,,10.2307/4117011
1980,35,403,,10.2307/4114590
1980,35,229,,10.2307/4117019
1980,35,373,,10.2307/4114585
1980,35,453,,10.2307/4110014
1980,35,566,,10.2307/4110022
1980,35,898,,10.2307/4110190
1980,35,445,,10.2307/4114599
1980,35,779,,10.2307/4110173
1980,35,498,,10.2307/4110019
1980,35,846,,10.2307/4110184
1980,35,785,,10.2307/4110174
1980,35,ii,,10.2307/4117006
1980,35,759,,10.2307/4110171
1980,35,577,,10.2307/4110024
1980,34,609,,10.2307/4109841
1980,35,172,,10.2307/4117013
1980,34,839,,10.2307/4119082
1980,34,821,,10.2307/4119076
1980,35,437,,10.2307/4114596
1980,35,899,,10.2307/4110191
1980,34,423,,10.2307/4109821
1980,35,843,,10.2307/4110183
1980,35,901,,10.2307/4110192
1980,34,761,,10.2307/4119069
1980,35,291,,10.2307/4114573
1980,35,413,,10.2307/4114592
1980,35,735,,10.2307/4110168
1980,34,614,,10.2307/4109848
1980,35,383,,10.2307/4114588
1980,34,614,,10.2307/4109847
1980,35,796,,10.2307/4110176
1980,35,445,,10.2307/4114600
1980,34,591,,10.2307/4109838
1980,35,475,,10.2307/4110017
1980,35,1,,10.2307/4117008
1980,34,745,,10.2307/4119068
1981,36,231,,10.2307/4113608
1981,36,142,,10.2307/4119013
1981,36,638,,10.2307/4117595
1981,36,428,,10.2307/4113619
1981,36,31,,10.2307/4118998
1981,36,129,,10.2307/4119011
1981,36,427,,10.2307/4113618
1981,36,648,,10.2307/4117600
1981,36,229,,10.2307/4113607
1981,36,639,,10.2307/4117596
1981,36,649,,10.2307/4117601
1981,36,195,,10.2307/4119017
1981,36,201,,10.2307/4119022
1981,36,199,,10.2307/4119018
1981,36,127,,10.2307/4119010
1981,36,204,,10.2307/4119024
1981,36,483,,10.2307/4117582
1981,36,203,,10.2307/4119023
1981,36,655,,10.2307/4117606
1981,36,222,,10.2307/4113604
1981,36,ii,,10.2307/4118993
1981,36,238,,10.2307/4113611
1981,36,432,,10.2307/4113624
1981,36,235,,10.2307/4113610
1981,36,55,,10.2307/4119004
1981,36,493,,10.2307/4117584
1981,36,50,,10.2307/4119002
1981,36,47,,10.2307/4119001
1981,36,84,,10.2307/4119007
1981,36,159,,10.2307/4119015
1981,36,651,,10.2307/4117603
1981,36,432,,10.2307/4113623
1981,36,143,,10.2307/4119014
1981,36,569,,10.2307/4117588
1981,36,234,,10.2307/4113609
1981,36,425,,10.2307/4113616
1981,36,451,,10.2307/4117579
1981,36,43,,10.2307/4119000
1981,36,429,,10.2307/4113620
1981,36,39,,10.2307/4118999
1981,36,597,,10.2307/4117591
1981,36,201,,10.2307/4119021
1981,36,455,,10.2307/4117580
1981,36,9,,10.2307/4118996
1981,36,441,,10.2307/4117578
1981,36,62,,10.2307/4119005
1981,36,558,,10.2307/4117585
1981,36,223,,10.2307/4113605
1981,36,653,,10.2307/4117605
1981,36,591,,10.2307/4117590
1981,36,163,,10.2307/4119016
1981,36,200,,10.2307/4119020
1981,36,63,,10.2307/4119006
1981,36,217,,10.2307/4113602
1981,36,645,,10.2307/4117598
1981,36,487,,10.2307/4117583
1981,36,599,,10.2307/4117592
1981,36,139,,10.2307/4119012
1981,36,85,,10.2307/4119008
1981,36,239,,10.2307/4113612
1981,36,426,,10.2307/4113617
1981,36,103,,10.2307/4119009
1981,36,575,,10.2307/4117589
1981,36,422,,10.2307/4113614
1981,36,643,,10.2307/4117597
1981,36,430,,10.2307/4113621
1981,36,199,,10.2307/4119019
1981,36,213,,10.2307/4113600
1981,36,227,,10.2307/4113606
1981,36,375,,10.2307/4113613
1981,36,463,,10.2307/4117581
1981,36,647,,10.2307/4117599
1981,36,430,,10.2307/4113622
1981,36,652,,10.2307/4117604
1981,36,565,,10.2307/4117587
1981,36,216,,10.2307/4113601
1981,36,559,,10.2307/4117586
1981,36,51,,10.2307/4119003
1981,36,650,,10.2307/4117602
1981,36,13,,10.2307/4118997
1981,36,423,,10.2307/4113615
1981,36,635,,10.2307/4117594
1981,36,613,,10.2307/4117593
1981,36,219,,10.2307/4113603
1982,37,305,,10.2307/4109973
1982,37,117,,10.2307/4114727
1982,36,681,,10.2307/4117909
1982,36,864,,10.2307/4117926
1982,37,166,,10.2307/4114737
1982,37,129,,10.2307/4114731
1982,37,323,,10.2307/4109976
1982,37,504,,10.2307/4110057
1982,37,383,,10.2307/4110037
1982,36,679,,10.2307/4117908
1982,37,68,,10.2307/4114720
1982,37,291,,10.2307/4109971
1982,37,506,,10.2307/4110059
1982,37,451,,10.2307/4110044
1982,37,165,,10.2307/4114735
1982,37,503,,10.2307/4110056
1982,37,367,,10.2307/4110033
1982,37,41,,10.2307/4114719
1982,37,369,,10.2307/4110034
1982,37,465,,10.2307/4110048
1982,37,349,,10.2307/4109980
1982,36,863,,10.2307/4117925
1982,37,458,,10.2307/4110046
1982,37,315,,10.2307/4109975
1982,37,455,,10.2307/4110045
1982,37,341,,10.2307/4109979
1982,37,277,,10.2307/4109970
1982,37,221,,10.2307/4109964
1982,37,295,,10.2307/4109972
1982,36,779,,10.2307/4117919
1982,37,429,,10.2307/4110043
1982,37,229,,10.2307/4109965
1982,37,389,,10.2307/4110038
1982,37,350,,10.2307/4109981
1982,37,91,,10.2307/4114726
1982,37,481,,10.2307/4110049
1982,37,169,,10.2307/4114739
1982,37,123,,10.2307/4114729
1982,37,255,,10.2307/4109968
1982,36,783,,10.2307/4117920
1982,36,659,,10.2307/4117904
1982,37,334,,10.2307/4109977
1982,37,121,,10.2307/4114728
1982,37,69,,10.2307/4114721
1982,37,132,,10.2307/4114732
1982,37,459,,10.2307/4110047
1982,37,397,,10.2307/4110039
1982,37,377,,10.2307/4110036
1982,36,665,,10.2307/4117906
1982,36,862,,10.2307/4117924
1982,36,860,,10.2307/4117922
1982,37,163,,10.2307/4114734
1982,37,165,,10.2307/4114736
1982,37,173,,10.2307/4109961
1982,36,683,,10.2307/4117910
1982,36,687,,10.2307/4117911
1982,37,403,,10.2307/4110040
1982,37,211,,10.2307/4109962
1982,37,421,,10.2307/4110042
1982,36,747,,10.2307/4117918
1982,37,350,,10.2307/4109982
1982,37,73,,10.2307/4114723
1982,37,72,,10.2307/4114722
1982,36,741,,10.2307/4117917
1982,37,ii,,10.2307/4114716
1982,37,273,,10.2307/4109969
1982,36,861,,10.2307/4117923
1982,36,661,,10.2307/4117905
1982,37,483,,10.2307/4110050
1982,37,77,,10.2307/4114724
1982,37,417,,10.2307/4110041
1982,37,133,,10.2307/4114733
1982,37,502,,10.2307/4110054
1982,37,489,,10.2307/4110051
1982,37,505,,10.2307/4110058
1982,36,733,,10.2307/4117915
1982,37,502,,10.2307/4110055
1982,37,237,,10.2307/4109967
1982,37,217,,10.2307/4109963
1982,36,721,,10.2307/4117913
1982,37,128,,10.2307/4114730
1982,36,731,,10.2307/4117914
1982,37,168,,10.2307/4114738
1982,37,375,,10.2307/4110035
1982,37,497,,10.2307/4110052
1982,37,314,,10.2307/4109974
1982,37,81,,10.2307/4114725
1982,36,675,,10.2307/4117907
1982,36,737,,10.2307/4117916
1982,37,236,,10.2307/4109966
1982,37,501,,10.2307/4110053
1982,37,353,,10.2307/4110032
1982,36,691,,10.2307/4117912
1982,37,170,,10.2307/4114740
1982,37,507,,10.2307/4110060
1982,37,1,,10.2307/4114718
1982,37,335,,10.2307/4109978
1982,36,817,,10.2307/4117921
1983,38,196,,10.2307/4108103
1983,37,703,,10.2307/4109756
1983,37,612,,10.2307/4109733
1983,38,338,,10.2307/4108121
1983,37,683,,10.2307/4109743
1983,37,605,,10.2307/4109731
1983,38,56,,10.2307/4107962
1983,38,340,,10.2307/4108124
1983,38,221,,10.2307/4108108
1983,38,63,,10.2307/4107965
1983,37,637,,10.2307/4109736
1983,38,13,,10.2307/4107955
1983,38,201,,10.2307/4108106
1983,38,336,,10.2307/4108119
1983,38,68,,10.2307/4107967
1983,37,701,,10.2307/4109754
1983,38,479,,10.2307/4107839
1983,38,189,,10.2307/4108101
1983,38,155,,10.2307/4108100
1983,37,657,,10.2307/4109739
1983,37,597,,10.2307/4109729
1983,38,65,,10.2307/4107966
1983,37,698,,10.2307/4109751
1983,38,339,,10.2307/4108122
1983,38,457,,10.2307/4107837
1983,38,107,,10.2307/4107974
1983,38,61,,10.2307/4107964
1983,37,577,,10.2307/4109727
1983,38,53,,10.2307/4107961
1983,37,643,,10.2307/4109737
1983,38,37,,10.2307/4107957
1983,37,702,,10.2307/4109755
1983,38,498,,10.2307/4107847
1983,38,143,,10.2307/4107984
1983,38,47,,10.2307/4107960
1983,38,199,,10.2307/4108105
1983,38,309,,10.2307/4108111
1983,38,149,,10.2307/4108098
1983,38,335,,10.2307/4108118
1983,38,497,,10.2307/4107846
1983,37,681,,10.2307/4109742
1983,38,ii,,10.2307/4107951
1983,37,575,,10.2307/4109726
1983,38,333,,10.2307/4108117
1983,38,485,,10.2307/4107841
1983,37,609,,10.2307/4109732
1983,38,83,,10.2307/4107972
1983,38,481,,10.2307/4107840
1983,38,311,,10.2307/4108112
1983,37,660,,10.2307/4109740
1983,38,139,,10.2307/4107979
1983,37,604,,10.2307/4109730
1983,37,515,,10.2307/4109724
1983,38,215,,10.2307/4108107
1983,38,69,,10.2307/4107968
1983,38,229,,10.2307/4108109
1983,38,487,,10.2307/4107842
1983,37,613,,10.2307/4109734
1983,38,57,,10.2307/4107963
1983,38,491,,10.2307/4107843
1983,37,697,,10.2307/4109749
1983,38,197,,10.2307/4108104
1983,38,41,,10.2307/4107959
1983,38,307,,10.2307/4108110
1983,37,694,,10.2307/4109746
1983,38,40,,10.2307/4107958
1983,38,135,,10.2307/4107977
1983,37,653,,10.2307/4109738
1983,37,696,,10.2307/4109748
1983,38,345,,10.2307/4107834
1983,38,317,,10.2307/4108114
1983,38,320,,10.2307/4108115
1983,38,75,,10.2307/4107970
1983,37,521,,10.2307/4109725
1983,37,633,,10.2307/4109735
1983,37,693,,10.2307/4109744
1983,38,138,,10.2307/4107978
1983,38,191,,10.2307/4108102
1983,38,337,,10.2307/4108120
1983,37,699,,10.2307/4109752
1983,38,339,,10.2307/4108123
1983,38,493,,10.2307/4107844
1983,38,341,,10.2307/4108125
1983,37,511,,10.2307/4109723
1983,37,591,,10.2307/4109728
1983,37,698,,10.2307/4109750
1983,38,131,,10.2307/4107975
1983,38,134,,10.2307/4107976
1983,37,695,,10.2307/4109747
1983,37,661,,10.2307/4109741
1983,38,79,,10.2307/4107971
1983,38,140,,10.2307/4107980
1983,38,71,,10.2307/4107969
1983,38,11,,10.2307/4107954
1983,38,321,,10.2307/4108116
1983,38,143,,10.2307/4107983
1983,37,694,,10.2307/4109745
1983,38,142,,10.2307/4107982
1983,38,141,,10.2307/4107981
1983,38,343,,10.2307/4107833
1983,37,701,,10.2307/4109753
1983,38,316,,10.2307/4108113
1983,38,497,,10.2307/4107845
1983,38,347,,10.2307/4107835
1983,38,33,,10.2307/4107956
1983,38,87,,10.2307/4107973
1983,38,469,,10.2307/4107838
1983,38,1,,10.2307/4107953
1983,38,429,,10.2307/4107836
1984,39,452,,10.2307/4110130
1984,38,681,,10.2307/4108581
1984,38,680,,10.2307/4108579
1984,39,759,,10.2307/4107742
1984,39,837,,10.2307/4107758
1984,38,675,,10.2307/4108577
1984,39,747,,10.2307/4107740
1984,39,666,,10.2307/4108614
1984,39,157,,10.2307/4107864
1984,39,463,,10.2307/4108590
1984,39,611,,10.2307/4108600
1984,38,677,,10.2307/4108578
1984,39,848,,10.2307/4107763
1984,39,606,,10.2307/4108598
1984,39,643,,10.2307/4108605
1984,39,817,,10.2307/4107755
1984,39,67,,10.2307/4107855
1984,39,848,,10.2307/4107762
1984,39,846,,10.2307/4107760
1984,38,687,,10.2307/4108585
1984,39,607,,10.2307/4108599
1984,38,673,,10.2307/4108576
1984,39,849,,10.2307/4107764
1984,39,851,,10.2307/4107765
1984,39,803,,10.2307/4107751
1984,39,729,,10.2307/4107737
1984,38,598,,10.2307/4108574
1984,39,779,,10.2307/4107746
1984,39,753,,10.2307/4107741
1984,39,163,,10.2307/4107865
1984,39,797,,10.2307/4107749
1984,39,449,,10.2307/4110128
1984,39,805,,10.2307/4107752
1984,38,503,,10.2307/4108573
1984,39,847,,10.2307/4107761
1984,39,771,,10.2307/4107743
1984,39,657,,10.2307/4108608
1984,39,99,,10.2307/4107857
1984,39,833,,10.2307/4107757
1984,39,66,,10.2307/4107854
1984,39,184,,10.2307/4107869
1984,39,467,,10.2307/4108592
1984,38,683,,10.2307/4108583
1984,39,743,,10.2307/4107739
1984,39,634,,10.2307/4108601
1984,39,602,,10.2307/4108596
1984,39,667,,10.2307/4108615
1984,39,741,,10.2307/4107738
1984,39,185,,10.2307/4107870
1984,39,809,,10.2307/4107754
1984,39,667,,10.2307/4108615
1984,39,509,,10.2307/4108594
1984,39,121,,10.2307/4107859
1984,39,639,,10.2307/4108604
1984,39,447,,10.2307/4110125
1984,38,688,,10.2307/4108586
1984,39,167,,10.2307/4107866
1984,38,599,,10.2307/4108575
1984,39,603,,10.2307/4108597
1984,38,681,,10.2307/4108580
1984,39,778,,10.2307/4107745
1984,39,499,,10.2307/4108593
1984,39,73,,10.2307/4107856
1984,39,141,,10.2307/4107862
1984,39,450,,10.2307/4110129
1984,39,699,,10.2307/4107736
1984,39,203,,10.2307/4107872
1984,39,447,,10.2307/4110126
1984,39,466,,10.2307/4108591
1984,39,203,,10.2307/4107871
1984,39,799,,10.2307/4107750
1984,39,663,,10.2307/4108611
1984,39,587,,10.2307/4108595
1984,39,655,,10.2307/4108607
1984,39,1,,10.2307/4107852
1984,39,653,,10.2307/4108606
1984,39,669,,10.2307/4107735
1984,38,682,,10.2307/4108582
1984,39,785,,10.2307/4107748
1984,39,179,,10.2307/4107868
1984,39,169,,10.2307/4107867
1984,39,664,,10.2307/4108613
1984,38,686,,10.2307/4108584
1984,39,23,,10.2307/4107853
1984,39,664,,10.2307/4108612
1984,39,ii,,10.2307/4107850
1984,39,117,,10.2307/4107858
1984,39,807,,10.2307/4107753
1984,39,635,,10.2307/4108602
1984,39,829,,10.2307/4107756
1984,39,784,,10.2307/4107747
1984,39,448,,10.2307/4110127
1984,39,775,,10.2307/4107744
1984,39,455,,10.2307/4108589
1984,39,123,,10.2307/4107860
1984,39,659,,10.2307/4108609
1984,39,661,,10.2307/4108610
1984,39,638,,10.2307/4108603
1984,39,205,,10.2307/4110124
1984,39,140,,10.2307/4107861
1985,40,877,,10.2307/4109889
1985,40,866,,10.2307/4109875
1985,40,609,,10.2307/4109621
1985,40,627,,10.2307/4109622
1985,40,809,,10.2307/4109866
1985,40,669,,10.2307/4109638
1985,40,149,,10.2307/4108492
1985,40,235,,10.2307/4108500
1985,40,781,,10.2307/4109859
1985,40,637,,10.2307/4109624
1985,40,231,,10.2307/4108499
1985,40,663,,10.2307/4109632
1985,40,672,,10.2307/4109640
1985,40,666,,10.2307/4109637
1985,40,662,,10.2307/4109631
1985,40,509,,10.2307/4109612
1985,40,867,,10.2307/4109876
1985,40,671,,10.2307/4109639
1985,40,478,,10.2307/4109609
1985,40,843,,10.2307/4109868
1985,40,139,,10.2307/4108491
1985,40,125,,10.2307/4108487
1985,40,659,,10.2307/4109630
1985,40,647,,10.2307/4109626
1985,40,657,,10.2307/4109629
1985,40,805,,10.2307/4109865
1985,40,447,,10.2307/4108271
1985,40,393,,10.2307/4108265
1985,40,553,,10.2307/4109615
1985,40,877,,10.2307/4109888
1985,40,678,,10.2307/4109646
1985,40,399,,10.2307/4108267
1985,40,115,,10.2307/4108483
1985,40,208,,10.2307/4108495
1985,40,97,,10.2307/4108481
1985,40,649,,10.2307/4109627
1985,40,876,,10.2307/4109887
1985,40,731,,10.2307/4109855
1985,40,870,,10.2307/4109878
1985,40,635,,10.2307/4109623
1985,40,291,,10.2307/4108263
1985,40,675,,10.2307/4109643
1985,40,737,,10.2307/4109856
1985,40,855,,10.2307/4109870
1985,40,135,,10.2307/4108490
1985,40,665,,10.2307/4109635
1985,40,573,,10.2307/4109617
1985,40,599,,10.2307/4109618
1985,40,859,,10.2307/4109871
1985,40,38,,10.2307/4108473
1985,40,666,,10.2307/4109636
1985,40,874,,10.2307/4109884
1985,40,240,,10.2307/4108503
1985,40,467,,10.2307/4109606
1985,40,121,,10.2307/4108485
1985,40,792,,10.2307/4109861
1985,40,236,,10.2307/4108501
1985,40,607,,10.2307/4109620
1985,40,124,,10.2307/4108486
1985,40,77,,10.2307/4108475
1985,40,395,,10.2307/4108266
1985,40,827,,10.2307/4109867
1985,40,679,,10.2307/4109648
1985,40,851,,10.2307/4109869
1985,40,759,,10.2307/4109858
1985,40,225,,10.2307/4108498
1985,40,863,,10.2307/4109873
1985,40,785,,10.2307/4109860
1985,40,25,,10.2307/4108471
1985,40,687,,10.2307/4109853
1985,40,876,,10.2307/4109886
1985,40,727,,10.2307/4109854
1985,40,93,,10.2307/4108480
1985,40,81,,10.2307/4108476
1985,40,873,,10.2307/4109883
1985,40,421,,10.2307/4108268
1985,40,795,,10.2307/4109863
1985,40,864,,10.2307/4109874
1985,40,872,,10.2307/4109881
1985,40,664,,10.2307/4109634
1985,40,567,,10.2307/4109616
1985,40,674,,10.2307/4109642
1985,40,89,,10.2307/4108479
1985,40,664,,10.2307/4109633
1985,40,870,,10.2307/4109879
1985,40,35,,10.2307/4108472
1985,40,167,,10.2307/4108493
1985,40,745,,10.2307/4109857
1985,40,1,,10.2307/4108470
1985,40,273,,10.2307/4108261
1985,40,453,,10.2307/4108277
1985,40,450,,10.2307/4108274
1985,40,451,,10.2307/4108275
1985,40,868,,10.2307/4109877
1985,40,677,,10.2307/4109644
1985,40,287,,10.2307/4108262
1985,40,88,,10.2307/4108478
1985,40,viii,,10.2307/4108469
1985,40,435,,10.2307/4108269
1985,40,793,,10.2307/4109862
1985,40,643,,10.2307/4109625
1985,40,470,,10.2307/4109607
1985,40,871,,10.2307/4109880
1985,40,445,,10.2307/4108270
1985,40,131,,10.2307/4108489
1985,40,873,,10.2307/4109882
1985,40,678,,10.2307/4109647
1985,40,656,,10.2307/4109628
1985,40,539,,10.2307/4109614
1985,40,450,,10.2307/4108273
1985,40,39,,10.2307/4108474
1985,40,801,,10.2307/4109864
1985,40,243,,10.2307/4108260
1985,40,537,,10.2307/4109613
1985,40,387,,10.2307/4108264
1985,40,875,,10.2307/4109885
1985,40,471,,10.2307/4109608
1985,40,677,,10.2307/4109645
1985,40,120,,10.2307/4108484
1985,40,209,,10.2307/4108496
1985,40,479,,10.2307/4109610
1985,40,213,,10.2307/4108497
1985,40,673,,10.2307/4109641
1985,40,109,,10.2307/4108482
1985,40,452,,10.2307/4108276
1985,40,449,,10.2307/4108272
1985,40,205,,10.2307/4108494
1985,40,863,,10.2307/4109872
1985,40,85,,10.2307/4108477
1985,40,239,,10.2307/4108502
1985,40,130,,10.2307/4108488
1985,40,457,,10.2307/4109605
1986,41,59,,10.2307/4103028
1986,41,406,,10.2307/4102949
1986,41,71,,10.2307/4103033
1986,41,91,,10.2307/4103035
1986,41,804,,10.2307/4102979
1986,41,1007,,10.2307/4102999
1986,41,65,,10.2307/4103030
1986,41,475,,10.2307/4102967
1986,41,232,,10.2307/4103048
1986,41,73,,10.2307/4103034
1986,41,141,,10.2307/4103039
1986,41,459,,10.2307/4102961
1986,41,518,,10.2307/4103112
1986,41,447,,10.2307/4102958
1986,41,693,,10.2307/4103120
1986,41,45,,10.2307/4103025
1986,41,693,,10.2307/4103120
1986,41,423,,10.2307/4102953
1986,41,873,,10.2307/4102988
1986,41,153,,10.2307/4103041
1986,41,453,,10.2307/4102960
1986,41,747,,10.2307/4103127
1986,41,347,,10.2307/4102942
1986,41,432,,10.2307/4102955
1986,41,732,,10.2307/4103125
1986,41,131,,10.2307/4103038
1986,41,945,,10.2307/4102990
1986,41,99,,10.2307/4103036
1986,41,769,,10.2307/4102976
1986,41,313,,10.2307/4102936
1986,41,69,,10.2307/4103032
1986,41,223,,10.2307/4103045
1986,41,1026,,10.2307/4103002
1986,41,854,,10.2307/4102986
1986,41,949,,10.2307/4102991
1986,41,393,,10.2307/4102946
1986,41,222,,10.2307/4103044
1986,41,1039,,10.2307/4103014
1986,41,1006,,10.2307/4102998
1986,41,477,,10.2307/4102969
1986,41,44,,10.2307/4103024
1986,41,733,,10.2307/4103126
1986,41,451,,10.2307/4102959
1986,41,1032,,10.2307/4103005
1986,41,261,,10.2307/4102929
1986,41,781,,10.2307/4102977
1986,41,944,,10.2307/4102989
1986,41,231,,10.2307/4103046
1986,41,379,,10.2307/4102945
1986,41,476,,10.2307/4102968
1986,41,472,,10.2307/4102964
1986,41,286,,10.2307/4102931
1986,41,ii,,10.2307/4103018
1986,41,107,,10.2307/4103037
1986,41,307,,10.2307/4102934
1986,41,231,,10.2307/4103047
1986,41,1,,10.2307/4103020
1986,41,1035,,10.2307/4103010
1986,41,359,,10.2307/4102944
1986,41,433,,10.2307/4102956
1986,41,533,,10.2307/4103115
1986,41,703,,10.2307/4103122
1986,41,995,,10.2307/4102997
1986,41,547,,10.2307/4103116
1986,41,1034,,10.2307/4103009
1986,41,1031,,10.2307/4103004
1986,41,58,,10.2307/4103027
1986,41,339,,10.2307/4102940
1986,41,855,,10.2307/4102987
1986,41,429,,10.2307/4102954
1986,41,151,,10.2307/4103040
1986,41,312,,10.2307/4102935
1986,41,1016,,10.2307/4103000
1986,41,1036,,10.2307/4103012
1986,41,299,,10.2307/4102933
1986,41,349,,10.2307/4102943
1986,41,957,,10.2307/4102992
1986,41,721,,10.2307/4103123
1986,41,959,,10.2307/4102993
1986,41,61,,10.2307/4103029
1986,41,478,,10.2307/4102970
1986,41,37,,10.2307/4103023
1986,41,519,,10.2307/4103113
1986,41,19,,10.2307/4103021
1986,41,407,,10.2307/4102950
1986,41,51,,10.2307/4103026
1986,41,473,,10.2307/4102965
1986,41,401,,10.2307/4102948
1986,41,697,,10.2307/4103121
1986,41,1037,,10.2307/4103013
1986,41,399,,10.2307/4102947
1986,41,833,,10.2307/4102985
1986,41,1027,,10.2307/4103003
1986,41,810,,10.2307/4102981
1986,41,474,,10.2307/4102966
1986,41,323,,10.2307/4102939
1986,41,463,,10.2307/4102962
1986,41,419,,10.2307/4102952
1986,41,36,,10.2307/4103022
1986,41,615,,10.2307/4103119
1986,41,789,,10.2307/4102978
1986,41,725,,10.2307/4103124
1986,41,561,,10.2307/4103117
1986,41,491,,10.2307/4103111
1986,41,319,,10.2307/4102938
1986,41,823,,10.2307/4102983
1986,41,962,,10.2307/4102994
1986,41,413,,10.2307/4102951
1986,41,963,,10.2307/4102995
1986,41,318,,10.2307/4102937
1986,41,471,,10.2307/4102963
1986,41,1017,,10.2307/4103001
1986,41,279,,10.2307/4102930
1986,41,68,,10.2307/4103031
1986,41,1032,,10.2307/4103006
1986,41,805,,10.2307/4102980
1986,41,1033,,10.2307/4103007
1986,41,1033,,10.2307/4103008
1986,41,575,,10.2307/4103118
1986,41,811,,10.2307/4102982
1986,41,1036,,10.2307/4103011
1986,41,532,,10.2307/4103114
1986,41,343,,10.2307/4102941
1986,41,205,,10.2307/4103043
1986,41,171,,10.2307/4103042
1986,41,287,,10.2307/4102932
1986,41,827,,10.2307/4102984
1986,41,437,,10.2307/4102957
1986,41,237,,10.2307/4102928
1987,42,200,,10.2307/4109901
1987,42,277,,10.2307/4109923
1987,42,277,,10.2307/4109924
1987,42,449,,10.2307/4109706
1987,42,484,,10.2307/4109719
1987,42,201,,10.2307/4109902
1987,42,297,,10.2307/4109686
1987,42,927,,10.2307/4109938
1987,42,947,,10.2307/4109946
1987,42,208,,10.2307/4109903
1987,42,231,,10.2307/4109908
1987,42,273,,10.2307/4109919
1987,42,769,,10.2307/4110088
1987,42,443,,10.2307/4109705
1987,42,611,,10.2307/4110068
1987,42,956,,10.2307/4109956
1987,42,501,,10.2307/4110064
1987,42,739,,10.2307/4110087
1987,42,453,,10.2307/4109707
1987,42,221,,10.2307/4109907
1987,42,683,,10.2307/4110077
1987,42,889,,10.2307/4109933
1987,42,673,,10.2307/4110076
1987,42,771,,10.2307/4110090
1987,42,950,,10.2307/4109950
1987,42,271,,10.2307/4109917
1987,42,103,,10.2307/4109899
1987,42,957,,10.2307/4109957
1987,42,479,,10.2307/4109714
1987,42,371,,10.2307/4109692
1987,42,958,,10.2307/4109958
1987,42,220,,10.2307/4109906
1987,42,687,,10.2307/4110079
1987,42,385,,10.2307/4109694
1987,42,661,,10.2307/4110072
1987,42,954,,10.2307/4109954
1987,42,123,,10.2307/4109900
1987,42,471,,10.2307/4109711
1987,42,275,,10.2307/4109922
1987,42,955,,10.2307/4109955
1987,42,586,,10.2307/4110065
1987,42,641,,10.2307/4110069
1987,42,945,,10.2307/4109944
1987,42,948,,10.2307/4109947
1987,42,442,,10.2307/4109704
1987,42,937,,10.2307/4109942
1987,42,933,,10.2307/4109941
1987,42,701,,10.2307/4110081
1987,42,686,,10.2307/4110078
1987,42,245,,10.2307/4109909
1987,42,272,,10.2307/4109918
1987,42,476,,10.2307/4109712
